,season,player,pos_x,age_x,team_id_x,g-season,mp_per_g-season,fg_pct-season,fg3_pct-season,fg2_pct-season,fta_per_g-season,ft_pct-season,tov_per_g-season,pf_per_g-season,pts_per_g-season,bpm-season,per-season,ts_pct-season,usg_pct-season,ws-season,pos_y,age_y,team_id_y,g-playoffs,mp_per_g-playoffs,fg_pct-playoffs,fg3_pct-playoffs,fg2_pct-playoffs,fta_per_g-playoffs,ft_pct-playoffs,tov_per_g-playoffs,pf_per_g-playoffs,pts_per_g-playoffs,bpm-playoffs,per-playoffs,ts_pct-playoffs,usg_pct-playoffs,ws-playoffs
3149,1999,Matt Harpring,SF,22,ORL,50,22.3,0.463,0.4,0.468,2.9,0.713,1.5,2.2,8.2,-1.7,13.0,0.533,18.6,2.6,SF,22,ORL,4,20.5,0.462,0.2,0.524,2.8,0.727,1.3,2.3,8.3,2.2,16.1,0.535,19.8,0.2
3150,1999,Othella Harrington,PF,25,HOU,41,22.0,0.513,,0.513,3.0,0.721,1.5,2.5,9.8,-3.4,16.1,0.559,21.8,2.2,PF,25,HOU,4,10.5,0.643,,0.643,1.5,0.667,0.8,0.5,5.5,3.1,24.5,0.661,21.1,0.1
3152,1999,Alan Henderson,SF,26,ATL,38,30.1,0.442,0.0,0.443,3.9,0.671,1.5,2.5,12.5,0.6,16.0,0.485,22.5,3.1,SF,26,ATL,1,4.0,,,,0.0,,0.0,1.0,0.0,-10.7,-5.3,,0.0,0.0
3153,1999,Grant Hill,SF,26,DET,50,37.0,0.479,0.0,0.487,7.6,0.752,3.7,2.3,21.1,6.2,23.9,0.543,29.6,7.3,SF,26,DET,5,35.2,0.457,0.0,0.462,3.2,0.813,2.4,2.4,19.4,12.2,29.3,0.49,32.6,0.8
3154,1999,Tyrone Hill,PF,30,TOT,38,29.1,0.455,,0.455,3.9,0.54,1.6,3.8,8.6,-2.5,12.3,0.487,16.5,2.2,PF,30,PHI,8,24.5,0.487,,0.487,2.4,0.368,0.8,4.1,5.6,-5.2,9.8,0.475,12.4,0.3
3155,1999,Fred Hoiberg,SG,26,IND,12,7.3,0.286,0.111,0.417,0.5,1.0,0.3,0.9,1.6,-6.1,4.0,0.402,14.7,0.0,SG,26,IND,4,5.0,0.5,,0.5,0.0,,0.0,0.3,1.0,11.9,19.9,0.5,9.5,0.1
3157,1999,Jeff Hornacek,SG,35,UTA,48,29.9,0.477,0.42,0.489,2.9,0.893,1.7,2.0,12.2,3.4,17.8,0.575,19.7,5.3,SG,35,UTA,11,27.6,0.462,0.389,0.477,3.0,0.879,1.1,3.1,12.2,3.1,17.8,0.556,20.9,1.1
3158,1999,Robert Horry,PF,28,LAL,38,19.6,0.459,0.444,0.465,1.2,0.739,1.3,2.7,4.9,1.9,13.5,0.565,13.0,1.7,PF,28,LAL,8,22.1,0.462,0.417,0.5,1.8,0.786,0.9,3.6,5.0,1.0,12.7,0.622,10.1,0.4
3159,1999,Allan Houston,SG,27,NYK,50,36.3,0.418,0.407,0.421,3.9,0.862,2.6,2.3,16.3,-0.7,13.1,0.515,24.3,2.9,SG,27,NYK,20,39.2,0.443,0.25,0.468,5.2,0.883,2.5,2.0,18.5,0.6,15.6,0.528,25.2,1.6
3160,1999,Larry Hughes,PG,20,PHI,50,19.8,0.411,0.154,0.448,3.0,0.709,1.4,1.9,9.1,1.5,16.7,0.474,25.2,2.4,PG,20,PHI,8,24.8,0.403,0.0,0.443,3.0,0.833,1.5,2.6,10.3,5.1,20.3,0.468,22.8,0.5
3161,1999,Lindsey Hunter,PG,28,DET,49,35.8,0.435,0.386,0.456,1.8,0.753,1.9,2.6,11.9,1.1,13.9,0.517,17.7,4.0,PG,28,DET,5,36.0,0.264,0.273,0.262,1.0,1.0,1.4,2.2,7.2,-4.4,5.1,0.326,17.8,-0.2
3162,1999,Allen Iverson,SG,23,PHI,48,41.5,0.412,0.291,0.44,9.9,0.751,3.5,2.0,26.8,5.7,22.2,0.508,32.6,7.2,SG,23,PHI,8,44.8,0.411,0.283,0.453,6.5,0.712,3.0,2.4,28.5,6.2,22.6,0.481,33.1,1.0
3163,1999,Bobby Jackson,PG,25,MIN,50,18.8,0.405,0.37,0.408,1.6,0.772,1.5,1.5,7.1,-0.4,14.4,0.461,21.4,1.2,PG,25,MIN,4,6.8,0.2,0.0,0.286,0.0,,0.3,0.8,1.0,-12.8,-3.3,0.2,19.1,-0.1
3164,1999,Jaren Jackson,SG,31,SAS,47,18.3,0.38,0.361,0.401,0.8,0.821,0.8,1.3,6.4,1.0,12.5,0.5,18.3,2.1,SG,31,SAS,17,20.3,0.382,0.36,0.422,0.8,0.692,1.2,1.9,8.2,0.5,12.1,0.512,22.5,0.6
3165,1999,Jim Jackson,SG,28,POR,49,24.0,0.411,0.278,0.454,2.1,0.842,1.7,1.6,8.4,0.0,13.1,0.499,19.3,2.5,SG,28,POR,13,20.4,0.361,0.278,0.389,3.2,0.905,1.4,2.0,7.3,-1.2,12.4,0.525,20.4,0.4
3166,1999,Mark Jackson,PG,33,IND,49,28.2,0.419,0.311,0.469,1.6,0.823,2.0,1.2,7.6,3.0,17.9,0.513,16.0,3.8,PG,33,IND,13,34.7,0.495,0.412,0.536,3.2,0.714,2.7,2.5,11.2,4.7,19.8,0.601,16.5,1.7
3168,1999,Anthony Johnson,PG,24,ATL,49,18.1,0.404,0.263,0.417,1.7,0.695,1.3,1.4,5.0,-1.7,10.6,0.467,17.3,1.1,PG,24,ATL,9,12.3,0.276,0.5,0.259,1.1,0.7,0.6,1.0,2.7,-6.3,5.4,0.359,16.9,-0.1
3169,1999,Avery Johnson,PG,33,SAS,50,33.4,0.473,0.083,0.483,1.8,0.568,2.2,2.0,9.7,0.1,14.0,0.487,17.0,3.9,PG,33,SAS,17,38.4,0.487,0.333,0.489,2.8,0.681,2.9,1.8,12.6,1.0,15.2,0.518,19.6,1.5
3170,1999,Ervin Johnson,C,31,MIL,50,20.5,0.508,,0.508,2.1,0.61,0.9,3.0,5.1,-0.8,14.5,0.544,13.1,3.0,C,31,MIL,3,30.7,0.462,,0.462,0.7,0.5,0.0,3.0,4.3,-0.6,11.0,0.468,7.2,0.1
3171,1999,Larry Johnson,PF,29,NYK,49,33.4,0.459,0.359,0.484,3.3,0.817,1.8,3.0,12.0,1.2,14.6,0.554,18.1,4.9,PF,29,NYK,20,34.2,0.426,0.293,0.516,2.3,0.674,1.7,3.2,11.5,1.2,12.5,0.511,18.6,1.4
3172,1999,Adam Keefe,PF,28,UTA,44,14.6,0.452,0.0,0.467,2.0,0.697,0.8,1.4,4.0,-0.8,12.2,0.533,14.6,1.7,PF,28,UTA,10,10.1,0.6,,0.6,0.5,1.0,0.8,1.7,4.1,1.9,17.3,0.637,19.1,0.3
3173,1999,Steve Kerr,PG,33,SAS,44,16.7,0.391,0.313,0.457,0.8,0.886,0.5,0.6,4.4,-0.5,9.9,0.507,13.4,1.6,PG,33,SAS,11,8.8,0.267,0.231,0.294,0.5,0.833,0.4,0.5,2.2,-3.2,6.2,0.368,18.7,0.0
3174,1999,Jerome Kersey,SF,36,SAS,45,15.5,0.34,0.214,0.349,0.3,0.429,0.7,2.0,3.2,-2.9,7.4,0.352,15.7,0.6,SF,36,SAS,14,10.9,0.349,0.25,0.359,0.5,0.714,0.4,1.4,2.6,-3.8,7.5,0.391,17.0,0.1
3175,1999,Jason Kidd,PG,25,PHO,50,41.2,0.444,0.366,0.461,4.8,0.757,3.0,2.2,16.9,5.5,22.5,0.527,21.4,8.1,PG,25,PHO,3,42.0,0.419,0.25,0.519,2.3,0.714,3.0,4.0,15.0,1.1,16.0,0.488,20.2,0.1
3177,1999,Joe Kleine,C,37,PHO,31,12.1,0.405,0.0,0.417,0.4,0.667,0.3,1.5,2.2,-5.6,6.6,0.429,11.0,0.3,C,37,PHO,1,5.0,0.5,,0.5,0.0,,0.0,1.0,2.0,13.9,29.4,0.5,18.5,0.0
3178,1999,Travis Knight,C,24,LAL,37,14.2,0.515,0.0,0.519,0.8,0.759,0.9,2.9,4.2,-1.1,12.8,0.546,15.3,1.1,C,24,LAL,3,3.3,0.333,,0.333,0.7,0.5,1.0,2.3,1.0,-24.6,-14.0,0.387,31.3,-0.1
3179,1999,Christian Laettner,PF,29,DET,16,21.1,0.358,0.333,0.359,3.6,0.772,1.2,1.9,7.6,0.0,14.6,0.462,21.2,0.7,PF,29,DET,5,24.6,0.426,,0.426,2.8,0.786,0.6,2.8,10.2,3.9,18.1,0.48,23.6,0.3
3180,1999,Voshon Lenard,SG,25,MIA,12,15.8,0.392,0.343,0.432,0.9,0.727,0.6,1.5,6.8,-3.5,12.0,0.489,23.6,0.3,SG,25,MIA,4,14.3,0.545,0.643,0.375,1.0,1.0,0.3,1.0,9.3,15.0,29.6,0.779,22.7,0.3
3182,1999,Grant Long,PF,32,ATL,50,27.6,0.421,0.167,0.434,4.7,0.783,1.5,2.9,9.8,1.5,15.6,0.529,18.3,4.9,PF,32,ATL,9,39.8,0.409,0.25,0.417,4.9,0.727,2.6,3.0,11.7,0.2,13.7,0.489,17.8,0.6
3183,1999,Luc Longley,C,30,PHO,39,23.9,0.483,,0.483,1.9,0.776,1.4,3.1,8.7,-2.5,13.5,0.524,18.6,1.8,C,30,PHO,3,17.0,0.167,,0.167,0.0,,0.7,0.7,1.3,-8.4,0.6,0.167,12.7,-0.2
3184,1999,Tyronn Lue,PG,21,LAL,15,12.5,0.431,0.438,0.429,1.4,0.571,0.7,1.9,5.0,-3.6,11.2,0.505,20.4,0.2,PG,21,LAL,3,11.0,0.412,0.0,0.467,0.0,,1.3,1.3,4.7,-4.2,10.3,0.412,28.9,-0.1
3185,1999,George Lynch,SF,28,PHI,43,30.6,0.421,0.391,0.423,2.0,0.631,1.8,3.3,8.3,0.6,12.8,0.461,16.0,2.6,SF,28,PHI,8,31.1,0.446,0.333,0.458,2.1,0.706,1.6,3.8,9.0,2.3,16.5,0.497,15.6,0.6
3187,1999,Rick Mahorn,PF,40,PHI,16,7.9,0.278,,0.278,0.5,0.375,0.4,1.4,0.8,-7.5,1.5,0.302,9.8,0.0,PF,40,PHI,5,5.8,0.333,,0.333,0.4,0.5,0.2,1.2,1.0,-4.9,5.9,0.363,12.3,0.0
3188,1999,Dan Majerle,SG,33,MIA,48,33.8,0.396,0.335,0.526,1.0,0.717,1.1,2.1,7.0,1.0,10.2,0.529,11.4,3.5,SG,33,MIA,5,30.4,0.192,0.227,0.0,1.4,0.714,0.6,3.0,4.0,-2.1,5.9,0.344,11.0,0.0
3189,1999,Karl Malone,PF,35,UTA,49,37.4,0.493,0.0,0.494,9.8,0.788,3.3,2.7,23.8,6.7,25.6,0.577,30.5,9.6,PF,35,UTA,11,41.0,0.417,0.0,0.42,7.8,0.791,3.6,3.4,21.8,4.5,21.2,0.492,30.2,1.3
3190,1999,Danny Manning,PF,32,PHO,50,23.7,0.484,0.111,0.493,2.2,0.696,1.4,2.6,9.1,0.1,15.4,0.52,19.7,2.6,PF,32,PHO,3,26.3,0.583,,0.583,4.3,0.769,1.0,4.0,12.7,3.1,18.8,0.639,19.1,0.2
3191,1999,Jamal Mashburn,SF,26,MIA,24,35.6,0.451,0.433,0.453,4.3,0.721,2.5,2.4,14.8,-0.2,15.1,0.519,23.3,1.8,SF,26,MIA,5,30.4,0.388,0.429,0.371,1.8,0.667,2.0,2.2,10.0,-2.5,8.9,0.472,21.7,-0.1
3192,1999,Vernon Maxwell,SG,33,SAC,46,21.9,0.39,0.346,0.442,2.5,0.737,1.5,2.4,10.7,-1.5,12.6,0.522,22.8,1.6,SG,33,SAC,5,25.8,0.317,0.314,0.32,2.0,0.7,1.2,2.4,11.2,-1.6,10.5,0.435,25.1,0.0
3194,1999,Derrick McKey,SF,32,IND,13,18.8,0.442,0.0,0.451,1.3,0.824,0.9,1.8,4.6,-0.3,12.2,0.504,14.0,0.4,SF,32,IND,13,18.8,0.375,0.0,0.417,2.0,0.654,0.8,3.0,3.6,-0.2,10.1,0.457,12.1,0.4
3195,1999,Aaron McKie,SG,26,PHI,50,19.2,0.401,0.194,0.432,1.2,0.71,1.1,1.8,4.8,-0.4,11.4,0.454,15.2,1.6,SG,26,PHI,6,16.2,0.304,0.0,0.318,1.2,0.857,0.2,2.8,3.3,-1.7,9.9,0.383,12.7,0.2
3197,1999,Reggie Miller,SG,33,IND,50,35.7,0.438,0.385,0.475,4.9,0.915,1.5,2.0,18.4,3.2,18.7,0.59,22.9,6.4,SG,33,IND,13,37.0,0.397,0.333,0.443,6.6,0.895,1.6,2.0,20.2,4.1,20.1,0.555,25.4,1.9
3198,1999,Sam Mitchell,SF,35,MIN,50,26.9,0.408,0.237,0.421,3.3,0.764,0.7,2.2,11.2,-0.9,14.1,0.472,20.6,3.0,SF,35,MIN,4,32.8,0.375,0.167,0.412,3.0,0.75,2.0,3.3,10.0,-4.4,7.2,0.442,19.0,0.0
3199,1999,Cuttino Mobley,PG,23,HOU,49,29.7,0.425,0.358,0.463,2.2,0.818,1.6,2.0,9.9,-1.1,12.2,0.537,17.2,2.3,PG,23,HOU,4,23.5,0.467,0.571,0.375,2.8,0.909,1.3,2.8,7.0,0.5,12.4,0.706,11.9,0.2
3200,1999,Nazr Mohammed,C,21,PHI,26,4.7,0.357,,0.357,0.8,0.571,0.5,0.8,1.6,-7.5,10.0,0.41,23.7,0.0,C,21,PHI,3,1.0,,,,0.0,,0.0,0.0,0.0,-5.6,0.0,,0.0,0.0
3202,1999,Chris Morris,SF,33,PHO,44,12.2,0.43,0.286,0.516,1.0,0.87,0.5,1.2,4.2,0.1,15.3,0.544,16.4,1.6,SF,33,PHO,1,10.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,5.9,19.9,0.868,13.3,0.0
3203,1999,Alonzo Mourning,C,28,MIA,46,38.1,0.511,0.0,0.513,9.2,0.652,3.0,3.5,20.1,4.7,24.6,0.563,27.1,7.9,C,28,MIA,5,38.8,0.521,,0.521,9.8,0.653,2.4,3.8,21.6,5.9,25.8,0.571,28.8,0.7
3204,1999,Chris Mullin,SF,35,IND,50,23.6,0.477,0.465,0.486,1.8,0.87,1.2,2.0,10.1,4.5,18.1,0.616,19.1,4.1,SF,35,IND,13,21.8,0.41,0.4,0.422,1.8,0.87,1.5,1.6,9.5,1.6,13.9,0.563,21.8,0.5
3205,1999,Dikembe Mutombo,C,32,ATL,50,36.6,0.512,,0.512,5.7,0.684,1.9,2.9,10.8,3.7,18.8,0.584,14.3,7.9,C,32,ATL,9,42.2,0.563,,0.563,5.2,0.702,2.0,3.1,12.6,4.3,20.5,0.616,14.1,1.6
3206,1999,Rasho Nesterović,C,22,MIN,2,15.0,0.25,,0.25,1.0,1.0,0.5,2.5,4.0,-9.7,3.5,0.311,20.3,0.0,C,22,MIN,3,9.7,0.5,,0.5,0.0,,0.3,1.3,2.7,1.9,15.1,0.5,14.5,0.1
3208,1999,Jermaine O'Neal,PF,20,POR,36,8.6,0.434,0.0,0.439,1.0,0.514,0.4,1.1,2.5,-2.1,13.6,0.457,16.5,0.8,PF,20,POR,9,6.1,0.4,,0.4,1.3,0.5,0.2,1.2,1.6,-2.5,12.1,0.458,15.6,0.1
3209,1999,Shaquille O'Neal,C,26,LAL,49,34.8,0.576,0.0,0.577,10.2,0.54,2.5,3.2,26.3,7.1,30.6,0.584,32.4,9.0,C,26,LAL,8,39.4,0.51,,0.51,14.8,0.466,2.3,3.6,26.6,6.0,28.8,0.515,32.4,1.2
3210,1999,Hakeem Olajuwon,C,36,HOU,50,35.7,0.514,0.308,0.518,5.4,0.717,2.8,3.2,18.9,3.2,23.1,0.559,25.9,6.5,C,36,HOU,4,30.8,0.426,,0.426,2.0,0.875,1.3,4.5,13.3,-3.5,13.8,0.461,22.9,0.1
3211,1999,Greg Ostertag,C,25,UTA,48,27.9,0.476,,0.476,2.5,0.62,0.9,2.9,5.7,0.8,12.8,0.523,10.9,3.8,C,25,UTA,11,23.7,0.371,,0.371,2.5,0.643,0.7,2.5,4.0,0.3,11.4,0.465,10.2,0.6
3212,1999,Bo Outlaw,PF,27,ORL,31,27.5,0.545,0.0,0.556,2.6,0.432,1.9,2.5,6.5,1.1,12.8,0.535,13.2,1.8,PF,27,ORL,4,20.8,0.6,,0.6,3.3,0.462,1.5,2.3,4.5,0.1,9.9,0.573,11.8,0.0
3214,1999,Ruben Patterson,SF,23,LAL,24,6.0,0.412,0.167,0.444,1.3,0.71,0.5,0.7,2.7,-4.1,14.3,0.503,24.0,0.2,SF,23,LAL,3,1.7,0.0,,0.0,0.0,,0.3,0.0,0.0,-31.3,-19.4,0.0,18.2,-0.1
3215,1999,Anthony Peeler,SG,29,MIN,28,28.9,0.379,0.298,0.437,1.5,0.732,1.4,2.1,9.6,-0.7,11.7,0.465,17.8,1.1,SG,29,MIN,4,31.3,0.314,0.385,0.273,0.0,,1.0,3.0,6.8,-2.7,6.7,0.386,14.6,0.0
3216,1999,Will Perdue,C,33,SAS,37,12.0,0.633,,0.633,0.7,0.538,0.6,1.7,2.4,-0.9,11.7,0.63,9.8,1.5,C,33,SAS,12,7.2,0.545,,0.545,0.2,0.5,0.3,1.6,1.1,-4.7,6.9,0.547,8.6,0.2
3217,1999,Sam Perkins,PF,37,IND,48,16.4,0.4,0.389,0.409,1.3,0.717,0.5,1.5,5.0,0.7,12.1,0.526,15.1,1.7,PF,37,IND,13,11.2,0.514,0.458,0.636,0.7,0.667,0.5,1.0,4.1,3.2,14.5,0.68,14.9,0.4
3218,1999,Scottie Pippen,SF,33,HOU,50,40.2,0.432,0.34,0.482,3.7,0.721,3.2,2.4,14.5,2.5,16.8,0.53,19.7,4.9,SF,33,HOU,4,43.0,0.329,0.273,0.354,6.5,0.808,3.3,3.0,18.3,2.7,18.7,0.448,24.7,0.3
3219,1999,Scot Pollard,C,23,SAC,16,16.2,0.541,,0.541,1.4,0.696,0.3,2.6,5.1,1.0,18.0,0.576,12.5,1.1,C,23,SAC,5,14.8,0.667,,0.667,1.0,0.6,0.4,2.6,3.0,1.1,13.9,0.67,8.2,0.2
3220,1999,Terry Porter,PG,35,MIA,50,27.3,0.465,0.411,0.498,3.0,0.831,1.5,1.9,10.5,2.9,16.9,0.603,18.4,5.0,PG,35,MIA,5,27.8,0.469,0.25,0.6,3.0,0.8,1.6,1.6,9.0,1.6,16.1,0.583,17.6,0.3
3222,1999,Theo Ratliff,PF,25,PHI,50,32.5,0.47,,0.47,4.6,0.725,1.8,3.6,11.2,1.3,16.9,0.539,17.1,5.4,PF,25,PHI,7,29.1,0.465,,0.465,2.7,0.579,1.0,2.7,7.3,1.6,16.8,0.496,13.0,0.5
3224,1999,J.R. Reid,PF,30,TOT,41,25.1,0.477,0.0,0.478,3.3,0.766,1.2,3.3,9.0,-1.0,13.7,0.547,17.5,2.5,PF,30,LAL,8,22.3,0.357,,0.357,1.0,0.75,0.3,4.1,3.3,-3.2,6.7,0.412,8.6,0.2
3225,1999,Glen Rice,SF,31,LAL,27,36.5,0.432,0.393,0.452,3.3,0.856,1.7,2.5,17.5,-0.3,15.2,0.542,22.0,2.2,SF,31,LAL,7,43.9,0.446,0.357,0.479,4.1,0.966,1.3,2.1,18.3,0.9,14.8,0.563,18.2,0.6
3226,1999,Isaiah Rider,SG,27,POR,47,29.5,0.412,0.378,0.419,3.1,0.755,2.0,2.1,13.9,-1.3,13.7,0.486,25.3,2.5,SG,27,POR,13,32.8,0.429,0.423,0.431,5.5,0.887,2.5,2.3,16.5,1.9,17.9,0.551,26.6,1.0
3228,1999,Clifford Robinson,SF,32,PHO,50,34.8,0.475,0.417,0.492,4.7,0.697,1.8,3.1,16.4,2.8,18.3,0.559,21.8,5.3,SF,32,PHO,3,39.0,0.475,0.222,0.548,3.7,0.636,2.3,4.0,15.7,0.1,15.4,0.524,20.5,0.1
3229,1999,David Robinson,C,33,SAS,49,31.7,0.509,0.0,0.51,7.4,0.658,2.2,2.9,15.8,6.7,24.9,0.564,23.8,8.4,C,33,SAS,17,35.3,0.483,,0.483,7.4,0.722,2.4,3.6,15.6,7.1,23.3,0.563,22.7,3.0
3230,1999,Glenn Robinson,SF,26,MIL,47,33.6,0.459,0.392,0.467,3.4,0.87,2.3,2.4,18.4,1.9,19.7,0.523,28.2,4.0,SF,26,MIL,3,39.3,0.412,0.5,0.395,6.0,0.889,3.3,1.7,20.7,0.2,18.1,0.526,27.8,0.0
3232,1999,Sean Rooks,C,29,LAL,36,8.8,0.405,0.0,0.416,1.3,0.708,0.6,1.7,2.7,-6.7,9.1,0.489,17.3,0.3,C,29,LAL,7,6.9,0.333,,0.333,0.9,0.833,0.1,1.9,1.3,-5.6,3.6,0.521,9.1,0.0
3233,1999,Jalen Rose,SF,26,IND,49,25.3,0.403,0.262,0.425,3.2,0.791,1.5,2.6,11.1,-1.2,14.4,0.479,24.7,1.8,SF,26,IND,13,27.3,0.442,0.348,0.461,2.6,0.824,1.9,3.0,12.2,0.7,15.1,0.516,23.8,0.7
3234,1999,Malik Rose,PF,24,SAS,47,12.9,0.463,0.0,0.465,3.1,0.671,1.2,2.6,6.0,0.6,19.7,0.535,24.6,2.6,PF,24,SAS,17,11.4,0.368,,0.368,1.5,0.692,0.6,3.1,2.7,-5.8,6.6,0.465,15.2,0.4
3235,1999,Bryon Russell,SF,28,UTA,50,35.4,0.464,0.354,0.514,3.4,0.795,1.5,3.1,12.4,1.5,14.1,0.572,16.7,5.6,SF,28,UTA,11,35.2,0.426,0.25,0.506,3.3,0.722,1.0,3.4,12.1,2.5,14.5,0.508,17.6,1.1
3236,1999,Arvydas Sabonis,C,34,POR,50,27.0,0.485,0.292,0.496,3.5,0.771,1.7,2.9,12.1,4.3,20.4,0.546,21.7,5.8,C,34,POR,13,30.2,0.398,0.2,0.407,3.3,0.907,1.5,2.7,10.0,3.6,17.5,0.493,19.2,1.0
3237,1999,Danny Schayes,C,39,ORL,19,7.5,0.379,,0.379,0.4,0.75,0.4,1.2,1.5,-7.6,1.9,0.431,12.9,0.0,C,39,ORL,1,8.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-8.7,-5.2,0.0,5.7,0.0
3240,1999,Joe Smith,C,23,MIN,43,33.0,0.427,0.0,0.43,4.4,0.755,1.5,3.4,13.7,-0.4,16.6,0.486,20.8,3.7,C,23,MIN,4,30.0,0.297,,0.297,2.8,0.727,1.3,3.8,7.5,-2.5,9.5,0.359,18.3,0.0
3241,1999,Steve Smith,SG,29,ATL,36,36.5,0.402,0.338,0.424,6.3,0.849,2.8,2.8,18.7,3.1,17.9,0.526,26.4,4.4,SG,29,ATL,9,39.6,0.353,0.273,0.375,4.8,0.907,2.3,3.6,17.3,1.9,14.9,0.454,26.5,0.5
3242,1999,Rik Smits,C,32,IND,49,25.9,0.49,0.0,0.491,2.7,0.818,1.5,3.2,14.9,0.6,20.2,0.527,28.9,3.4,C,32,IND,13,22.5,0.456,,0.456,1.5,0.95,1.9,3.9,11.8,-2.5,15.4,0.491,29.3,0.3
3243,1999,Eric Snow,PG,25,PHI,48,35.8,0.428,0.238,0.44,3.1,0.733,2.3,3.1,8.6,-0.1,12.9,0.499,13.9,3.8,PG,25,PHI,8,38.3,0.42,0.231,0.453,3.4,0.815,3.1,3.3,12.4,-1.6,14.0,0.496,18.5,0.4
3244,1999,Latrell Sprewell,SF,28,NYK,37,33.3,0.415,0.273,0.44,5.2,0.812,2.1,1.8,16.4,1.3,16.7,0.503,26.5,3.0,SF,28,NYK,20,37.2,0.419,0.16,0.439,6.7,0.85,2.9,2.0,20.4,2.2,18.7,0.503,30.7,1.6
3245,1999,Jerry Stackhouse,SG,24,DET,42,28.3,0.371,0.278,0.403,5.9,0.85,2.9,1.9,14.5,-0.8,15.2,0.509,28.7,1.9,SG,24,DET,5,24.8,0.391,0.25,0.421,2.8,0.857,2.0,2.2,10.0,-3.6,10.1,0.479,25.9,0.0
3246,1999,John Stockton,PG,36,UTA,50,28.2,0.488,0.32,0.511,3.4,0.811,2.2,2.1,11.1,6.1,21.9,0.571,20.1,6.4,PG,36,UTA,11,32.0,0.4,0.333,0.409,4.2,0.739,2.8,2.9,11.1,3.6,18.1,0.487,21.3,0.8
3247,1999,Peja Stojaković,SF,21,SAC,48,21.4,0.378,0.32,0.431,1.5,0.851,1.1,0.9,8.4,0.1,13.5,0.496,19.1,1.7,SF,21,SAC,5,21.6,0.346,0.214,0.5,0.6,1.0,1.2,1.4,4.8,-3.1,8.2,0.439,14.2,0.0
3248,1999,Damon Stoudamire,PG,25,POR,50,33.5,0.396,0.31,0.421,2.4,0.73,2.2,1.6,12.6,0.1,14.7,0.462,21.7,3.6,PG,25,POR,13,31.0,0.38,0.455,0.364,2.6,0.706,2.9,2.4,10.2,-1.9,11.6,0.458,22.5,-0.1
3251,1999,Kurt Thomas,PF,26,NYK,50,23.6,0.462,0.0,0.463,2.2,0.611,1.5,3.2,8.1,-0.8,13.1,0.489,19.8,2.5,PF,26,NYK,20,21.0,0.381,,0.381,1.2,0.696,1.0,3.8,5.3,-2.4,10.1,0.414,17.3,0.6
3252,1999,Tim Thomas,SF,21,TOT,50,16.2,0.473,0.309,0.526,2.2,0.652,0.9,2.1,7.2,0.5,16.0,0.545,21.7,2.2,SF,21,MIL,3,20.0,0.444,0.0,0.5,4.0,0.583,1.7,3.7,7.7,-6.5,9.3,0.494,22.5,-0.1
3253,1999,Robert Traylor,C,21,MIL,49,16.0,0.537,0.0,0.54,1.6,0.538,0.9,2.9,5.3,0.9,17.0,0.548,16.9,2.5,C,21,MIL,3,15.0,0.778,,0.778,1.3,0.5,1.3,5.0,5.3,0.3,18.8,0.743,15.6,0.1
3254,1999,Jacque Vaughn,PG,23,UTA,19,4.6,0.367,0.25,0.409,1.3,0.833,0.7,0.7,2.3,-4.0,13.3,0.542,30.0,0.1,PG,23,UTA,2,3.0,0.5,1.0,0.0,0.0,,0.0,1.0,1.5,12.5,25.7,0.75,16.0,0.1
3256,1999,Rasheed Wallace,PF,24,POR,49,28.9,0.508,0.419,0.515,3.7,0.732,1.6,3.6,12.8,2.0,16.7,0.566,20.5,5.0,PF,24,POR,13,36.0,0.514,0.111,0.54,4.5,0.724,1.2,3.8,14.8,4.0,18.3,0.563,19.9,1.5
3258,1999,Charlie Ward,PG,28,NYK,50,31.1,0.404,0.356,0.443,1.6,0.705,2.6,2.1,7.6,1.7,13.2,0.513,15.4,3.1,PG,28,NYK,20,24.7,0.366,0.321,0.432,0.4,0.75,1.2,2.3,4.6,3.8,13.1,0.477,12.0,1.2
3260,1999,Chris Webber,PF,25,SAC,42,40.9,0.486,0.118,0.503,4.1,0.454,3.5,3.5,20.0,1.9,19.5,0.491,24.9,3.6,PF,25,SAC,5,38.4,0.388,0.286,0.397,5.0,0.4,4.0,4.0,14.8,-1.7,12.4,0.407,26.6,-0.2
3261,1999,Mark West,C,38,ATL,49,10.2,0.373,,0.373,0.9,0.356,0.3,1.7,1.2,-3.7,6.5,0.381,9.0,0.7,C,38,ATL,9,7.6,0.3,,0.3,0.4,0.5,0.7,1.6,0.9,-9.1,-1.4,0.34,12.8,-0.1
3262,1999,Dominique Wilkins,SF,39,ORL,27,9.3,0.379,0.263,0.398,1.6,0.69,0.9,0.7,5.0,-2.4,15.4,0.445,31.2,0.3,SF,39,ORL,1,3.0,0.5,,0.5,0.0,,0.0,0.0,2.0,0.9,17.4,0.5,30.1,0.0
3263,1999,Herb Williams,C,40,NYK,6,5.7,0.5,,0.5,0.3,1.0,0.3,0.3,1.7,-1.5,12.2,0.563,15.4,0.1,C,40,NYK,8,2.0,0.2,,0.2,0.0,,0.0,0.4,0.3,-12.7,-4.8,0.2,15.4,0.0
